Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
29.145472955289872,385.9749401634415,7.551130895427613,1031.1104809003969,1031.1104809003969,0,221,14,15
