Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
10.255047550779771,423.92916814663846,2.4190474072858597,673.1650659215965,673.1650659215965,0,221,14,15
