Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
49.01505733116091,969.7383776880029,5.054461951688447,1944.5259782907447,1944.5259782907447,0,221,14,15
